policy_step,time_sec,state,joint_idx,raw_idx,raw_action,mapped_action,action_scale,scaled,default_q,command,q,dq,control_type,policy_kp,policy_kd,low_qd,low_qd_dot,low_kp,low_kd,low_tau_pre_clamp,torque_limit,fsm_final_tau,bridge_tau_pvt_false,raw_actions,mapped_actions,obs_ang_vel,obs_gravity,obs_commands,obs_lin_vel,obs_vec
33,1776796836.351609945,rl_flat,7,7,2.160728216,2.160728216,0.500000000,1.080364108,0.000000000,1.080364108,-0.395063341,13.515551567,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,1.611745989,20.000000000,1.611745989,1.611745989,"-1.456507;0.296169;0.012348;2.342890;1.434102;0.349066;0.154057;2.160728","-1.456507;0.296169;0.012348;2.342890;1.434102;0.349066;0.154057;2.160728","-0.575935;-0.611323;0.040065","0.213577;-0.001831;-0.976924","0.000000;0.000000;0.000000","0.181688;-0.024113;-0.046413","-0.143984;-0.152831;0.010016;0.213577;-0.001831;-0.976924;0.000000;0.000000;0.000000;-0.113502;0.010223;0.183945;0.149231;-0.721713;-0.619189;0.031742;0.032786;-0.181117;-0.128324;-0.056659;-0.035425;0.826235;0.675778;-1.481148;0.391023;0.039575;2.683711;1.450322;0.448644;0.174191;2.420881;0.363376;-0.048226"
34,1776796836.371683836,rl_flat,3,3,1.876657486,1.876657486,0.500000000,0.938328743,0.000000000,0.938328743,-0.206742808,15.500828743,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.609882450,20.000000000,-1.609882450,-1.609882450,"-1.420312;0.207800;-0.024910;1.876657;1.410287;0.250194;0.108754;1.768829","-1.420312;0.207800;-0.024910;1.876657;1.410287;0.250194;0.108754;1.768829","-0.658781;-0.921267;0.032051","0.201225;0.007931;-0.979513","0.000000;0.000000;0.000000","0.188416;-0.030942;-0.003663","-0.164695;-0.230317;0.008013;0.201225;0.007931;-0.979513;0.000000;0.000000;0.000000;-0.101815;0.021838;0.127563;0.108232;-0.732890;-0.624831;0.039483;0.038361;-0.170722;-0.125882;-0.020058;-0.004919;0.775041;0.660488;-1.456507;0.296169;0.012348;2.342890;1.434102;0.349066;0.154057;2.160728;0.376832;-0.061884"
34,1776796836.371683836,rl_flat,7,7,1.768829226,1.768829226,0.500000000,0.884414613,0.000000000,0.884414613,-0.181249872,13.209758759,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.397038954,20.000000000,-0.397038954,-0.397038954,"-1.420312;0.207800;-0.024910;1.876657;1.410287;0.250194;0.108754;1.768829","-1.420312;0.207800;-0.024910;1.876657;1.410287;0.250194;0.108754;1.768829","-0.658781;-0.921267;0.032051","0.201225;0.007931;-0.979513","0.000000;0.000000;0.000000","0.188416;-0.030942;-0.003663","-0.164695;-0.230317;0.008013;0.201225;0.007931;-0.979513;0.000000;0.000000;0.000000;-0.101815;0.021838;0.127563;0.108232;-0.732890;-0.624831;0.039483;0.038361;-0.170722;-0.125882;-0.020058;-0.004919;0.775041;0.660488;-1.456507;0.296169;0.012348;2.342890;1.434102;0.349066;0.154057;2.160728;0.376832;-0.061884"
35,1776796836.391794920,rl_flat,3,3,1.403023601,1.403023601,0.500000000,0.701511800,0.000000000,0.701511800,0.022950366,13.600091934,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.812687844,20.000000000,-2.812687844,-2.812687844,"-1.375662;0.146555;-0.074530;1.403024;1.370411;0.174553;0.035924;1.349851","-1.375662;0.146555;-0.074530;1.403024;1.370411;0.174553;0.035924;1.349851","-0.668120;-1.193222;0.018514","0.184218;0.018398;-0.982713","0.000000;0.000000;0.000000","0.197596;-0.041802;0.083011","-0.167030;-0.298305;0.004629;0.184218;0.018398;-0.982713;0.000000;0.000000;0.000000;-0.088443;0.034414;0.078172;0.071394;-0.732862;-0.621124;0.042745;0.039367;-0.141861;-0.106623;0.012974;0.022645;0.680005;0.595865;-1.420312;0.207800;-0.024910;1.876657;1.410287;0.250194;0.108754;1.768829;0.395191;-0.083604"
35,1776796836.391794920,rl_flat,7,7,1.349851131,1.349851131,0.500000000,0.674925566,0.000000000,0.674925566,0.017858226,11.917305946,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.772200751,20.000000000,-1.772200751,-1.772200751,"-1.375662;0.146555;-0.074530;1.403024;1.370411;0.174553;0.035924;1.349851","-1.375662;0.146555;-0.074530;1.403024;1.370411;0.174553;0.035924;1.349851","-0.668120;-1.193222;0.018514","0.184218;0.018398;-0.982713","0.000000;0.000000;0.000000","0.197596;-0.041802;0.083011","-0.167030;-0.298305;0.004629;0.184218;0.018398;-0.982713;0.000000;0.000000;0.000000;-0.088443;0.034414;0.078172;0.071394;-0.732862;-0.621124;0.042745;0.039367;-0.141861;-0.106623;0.012974;0.022645;0.680005;0.595865;-1.420312;0.207800;-0.024910;1.876657;1.410287;0.250194;0.108754;1.768829;0.395191;-0.083604"
36,1776796836.411768913,rl_flat,3,3,0.911103785,0.911103785,0.500000000,0.455551893,0.000000000,0.455551893,0.348629087,10.615504265,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-3.253556648,20.000000000,-3.253556648,-3.253556648,"-1.319363;0.096163;-0.166637;0.911104;1.312476;0.113050;-0.051358;0.887061","-1.319363;0.096163;-0.166637;0.911104;1.312476;0.113050;-0.051358;0.887061","-0.501785;-1.607138;-0.005581","0.145156;0.034712;-0.988800","0.000000;0.000000;0.000000","0.201017;-0.048099;0.140709","-0.125446;-0.401785;-0.001395;0.145156;0.034712;-0.988800;0.000000;0.000000;0.000000;-0.065686;0.054318;0.017886;0.026325;-0.712371;-0.598231;0.036748;0.030491;-0.087103;-0.063582;0.054035;0.053468;0.530775;0.480730;-1.375662;0.146555;-0.074530;1.403024;1.370411;0.174553;0.035924;1.349851;0.402034;-0.096198"
36,1776796836.411768913,rl_flat,7,7,0.887060821,0.887060821,0.500000000,0.443530411,0.000000000,0.443530411,0.308817178,9.614592552,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.591074321,20.000000000,-2.591074321,-2.591074321,"-1.319363;0.096163;-0.166637;0.911104;1.312476;0.113050;-0.051358;0.887061","-1.319363;0.096163;-0.166637;0.911104;1.312476;0.113050;-0.051358;0.887061","-0.501785;-1.607138;-0.005581","0.145156;0.034712;-0.988800","0.000000;0.000000;0.000000","0.201017;-0.048099;0.140709","-0.125446;-0.401785;-0.001395;0.145156;0.034712;-0.988800;0.000000;0.000000;0.000000;-0.065686;0.054318;0.017886;0.026325;-0.712371;-0.598231;0.036748;0.030491;-0.087103;-0.063582;0.054035;0.053468;0.530775;0.480730;-1.375662;0.146555;-0.074530;1.403024;1.370411;0.174553;0.035924;1.349851;0.402034;-0.096198"
37,1776796836.431808949,rl_flat,3,3,0.410686463,0.410686463,0.500000000,0.205343232,0.000000000,0.205343232,0.675783038,7.753452778,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-3.841315059,20.000000000,-3.841315059,-3.841315059,"-1.239834;0.048174;-0.293390;0.410686;1.246949;0.080872;-0.153796;0.421059","-1.239834;0.048174;-0.293390;0.410686;1.246949;0.080872;-0.153796;0.421059","-0.124130;-2.047413;-0.035434","0.075010;0.046060;-0.996118","0.000000;0.000000;0.000000","0.195174;-0.042494;0.201785","-0.031033;-0.511853;-0.008858;0.075010;0.046060;-0.996118;0.000000;0.000000;0.000000;-0.045502;0.069203;-0.017460;0.004844;-0.659047;-0.550829;0.016341;0.009239;-0.026918;-0.010300;0.082790;0.067966;0.387673;0.361617;-1.319363;0.096163;-0.166637;0.911104;1.312476;0.113050;-0.051358;0.887061;0.390349;-0.084988"
37,1776796836.431808949,rl_flat,7,7,0.421058714,0.421058714,0.500000000,0.210529357,0.000000000,0.210529357,0.609352708,7.232336521,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-3.364781609,20.000000000,-3.364781609,-3.364781609,"-1.239834;0.048174;-0.293390;0.410686;1.246949;0.080872;-0.153796;0.421059","-1.239834;0.048174;-0.293390;0.410686;1.246949;0.080872;-0.153796;0.421059","-0.124130;-2.047413;-0.035434","0.075010;0.046060;-0.996118","0.000000;0.000000;0.000000","0.195174;-0.042494;0.201785","-0.031033;-0.511853;-0.008858;0.075010;0.046060;-0.996118;0.000000;0.000000;0.000000;-0.045502;0.069203;-0.017460;0.004844;-0.659047;-0.550829;0.016341;0.009239;-0.026918;-0.010300;0.082790;0.067966;0.387673;0.361617;-1.319363;0.096163;-0.166637;0.911104;1.312476;0.113050;-0.051358;0.887061;0.390349;-0.084988"
38,1776796836.451890945,rl_flat,3,3,-0.027948763,-0.027948763,0.500000000,-0.013974382,0.000000000,-0.013974382,0.849916577,5.376657486,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-4.462031377,20.000000000,-4.462031377,-4.462031377,"-1.184376;0.041561;-0.390446;-0.027949;1.171507;0.074428;-0.234269;0.030638","-1.184376;0.041561;-0.390446;-0.027949;1.171507;0.074428;-0.234269;0.030638","0.094117;-2.148573;-0.045895","0.015329;0.045860;-0.998830","0.000000;0.000000;0.000000","0.191928;-0.033829;0.193896","0.023529;-0.537143;-0.011474;0.015329;0.045860;-0.998830;0.000000;0.000000;0.000000;-0.040510;0.070523;-0.015900;0.014078;-0.613192;-0.514588;0.003037;-0.002896;0.016895;0.029065;0.081026;0.061828;0.268833;0.254095;-1.239834;0.048174;-0.293390;0.410686;1.246949;0.080872;-0.153796;0.421059;0.383856;-0.067658"
38,1776796836.451890945,rl_flat,7,7,0.030637600,0.030637600,0.500000000,0.015318800,0.000000000,0.015318800,0.772494793,5.081902027,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-3.889355424,20.000000000,-3.889355424,-3.889355424,"-1.184376;0.041561;-0.390446;-0.027949;1.171507;0.074428;-0.234269;0.030638","-1.184376;0.041561;-0.390446;-0.027949;1.171507;0.074428;-0.234269;0.030638","0.094117;-2.148573;-0.045895","0.015329;0.045860;-0.998830","0.000000;0.000000;0.000000","0.191928;-0.033829;0.193896","0.023529;-0.537143;-0.011474;0.015329;0.045860;-0.998830;0.000000;0.000000;0.000000;-0.040510;0.070523;-0.015900;0.014078;-0.613192;-0.514588;0.003037;-0.002896;0.016895;0.029065;0.081026;0.061828;0.268833;0.254095;-1.239834;0.048174;-0.293390;0.410686;1.246949;0.080872;-0.153796;0.421059;0.383856;-0.067658"
39,1776796836.471899986,rl_flat,3,3,-0.480607599,-0.480607599,0.500000000,-0.240303800,0.000000000,-0.240303800,0.925077915,3.363159657,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-5.454021420,20.000000000,-5.454021420,-5.454021420,"-1.180956;0.061212;-0.429758;-0.480608;1.104470;0.076470;-0.267726;-0.363311","-1.180956;0.061212;-0.429758;-0.480608;1.104470;0.076470;-0.267726;-0.363311","0.194208;-2.066174;-0.052163","-0.022780;0.043021;-0.998814","0.000000;0.000000;0.000000","0.172681;-0.022090;0.170171","0.048552;-0.516544;-0.013041;-0.022780;0.043021;-0.998814;0.000000;0.000000;0.000000;-0.040834;0.068278;-0.002663;0.030240;-0.586323;-0.494478;-0.003808;-0.008605;0.048665;0.053934;0.068992;0.050867;0.168158;0.167664;-1.184376;0.041561;-0.390446;-0.027949;1.171507;0.074428;-0.234269;0.030638;0.345362;-0.044179"
39,1776796836.471899986,rl_flat,7,7,-0.363310695,-0.363310695,0.500000000,-0.181655347,0.000000000,-0.181655347,0.845355868,3.353283405,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-4.771663219,20.000000000,-4.771663219,-4.771663219,"-1.180956;0.061212;-0.429758;-0.480608;1.104470;0.076470;-0.267726;-0.363311","-1.180956;0.061212;-0.429758;-0.480608;1.104470;0.076470;-0.267726;-0.363311","0.194208;-2.066174;-0.052163","-0.022780;0.043021;-0.998814","0.000000;0.000000;0.000000","0.172681;-0.022090;0.170171","0.048552;-0.516544;-0.013041;-0.022780;0.043021;-0.998814;0.000000;0.000000;0.000000;-0.040834;0.068278;-0.002663;0.030240;-0.586323;-0.494478;-0.003808;-0.008605;0.048665;0.053934;0.068992;0.050867;0.168158;0.167664;-1.184376;0.041561;-0.390446;-0.027949;1.171507;0.074428;-0.234269;0.030638;0.345362;-0.044179"
40,1776796836.491914034,rl_flat,3,3,-0.927330792,-0.927330792,0.500000000,-0.463665396,0.000000000,-0.463665396,0.949128866,1.696319103,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-6.689207336,20.000000000,-6.689207336,-6.689207336,"-1.185747;0.086811;-0.440709;-0.927331;1.041873;0.088030;-0.288127;-0.745816","-1.185747;0.086811;-0.440709;-0.927331;1.041873;0.088030;-0.288127;-0.745816","0.253249;-1.960653;-0.059254","-0.042816;0.040696;-0.998254","0.000000;0.000000;0.000000","0.160886;-0.014880;0.154300","0.063312;-0.490163;-0.014813;-0.042816;0.040696;-0.998254;0.000000;0.000000;0.000000;-0.042065;0.066147;0.009821;0.043012;-0.573483;-0.485173;-0.007867;-0.012103;0.072916;0.071395;0.059798;0.042814;0.084816;0.098884;-1.180956;0.061212;-0.429758;-0.480608;1.104470;0.076470;-0.267726;-0.363311;0.321771;-0.029760"
40,1776796836.491914034,rl_flat,7,7,-0.745816052,-0.745816052,0.500000000,-0.372908026,0.000000000,-0.372908026,0.870998323,1.977683306,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-5.870588943,20.000000000,-5.870588943,-5.870588943,"-1.185747;0.086811;-0.440709;-0.927331;1.041873;0.088030;-0.288127;-0.745816","-1.185747;0.086811;-0.440709;-0.927331;1.041873;0.088030;-0.288127;-0.745816","0.253249;-1.960653;-0.059254","-0.042816;0.040696;-0.998254","0.000000;0.000000;0.000000","0.160886;-0.014880;0.154300","0.063312;-0.490163;-0.014813;-0.042816;0.040696;-0.998254;0.000000;0.000000;0.000000;-0.042065;0.066147;0.009821;0.043012;-0.573483;-0.485173;-0.007867;-0.012103;0.072916;0.071395;0.059798;0.042814;0.084816;0.098884;-1.180956;0.061212;-0.429758;-0.480608;1.104470;0.076470;-0.267726;-0.363311;0.321771;-0.029760"
41,1776796836.511909008,rl_flat,3,3,-1.219639301,-1.219639301,0.500000000,-0.609819651,0.000000000,-0.609819651,0.946364343,-1.364019036,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-5.921710753,20.000000000,-5.921710753,-5.921710753,"-1.177808;0.157139;-0.426494;-1.219639;0.977604;0.131732;-0.283154;-0.978388","-1.177808;0.157139;-0.426494;-1.219639;0.977604;0.131732;-0.283154;-0.978388","0.367989;-1.669056;-0.072129","-0.071713;0.035492;-0.996794","0.000000;0.000000;0.000000","0.152256;-0.007540;0.141429","0.091997;-0.417264;-0.018032;-0.071713;0.035492;-0.996794;0.000000;0.000000;0.000000;-0.046019;0.060995;0.041252;0.071604;-0.557617;-0.474298;-0.015777;-0.019065;0.111411;0.097836;0.041785;0.027592;-0.068201;-0.028562;-1.185747;0.086811;-0.440709;-0.927331;1.041873;0.088030;-0.288127;-0.745816;0.304511;-0.015080"
41,1776796836.511909008,rl_flat,7,7,-0.978387535,-0.978387535,0.500000000,-0.489193767,0.000000000,-0.489193767,0.877799332,-0.571236730,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-5.168738940,20.000000000,-5.168738940,-5.168738940,"-1.177808;0.157139;-0.426494;-1.219639;0.977604;0.131732;-0.283154;-0.978388","-1.177808;0.157139;-0.426494;-1.219639;0.977604;0.131732;-0.283154;-0.978388","0.367989;-1.669056;-0.072129","-0.071713;0.035492;-0.996794","0.000000;0.000000;0.000000","0.152256;-0.007540;0.141429","0.091997;-0.417264;-0.018032;-0.071713;0.035492;-0.996794;0.000000;0.000000;0.000000;-0.046019;0.060995;0.041252;0.071604;-0.557617;-0.474298;-0.015777;-0.019065;0.111411;0.097836;0.041785;0.027592;-0.068201;-0.028562;-1.185747;0.086811;-0.440709;-0.927331;1.041873;0.088030;-0.288127;-0.745816;0.304511;-0.015080"
42,1776796836.531962872,rl_flat,3,3,-1.455259323,-1.455259323,0.500000000,-0.727629662,0.000000000,-0.727629662,0.915276825,-3.407292366,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-5.641907215,20.000000000,-5.641907215,-5.641907215,"-1.136281;0.213319;-0.434998;-1.455259;0.919905;0.172344;-0.286371;-1.170176","-1.136281;0.213319;-0.434998;-1.455259;0.919905;0.172344;-0.286371;-1.170176","0.452058;-1.393691;-0.075048","-0.089710;0.030390;-0.995504","0.000000;0.000000;0.000000","0.136126;-0.000673;0.131205","0.113014;-0.348423;-0.018762;-0.089710;0.030390;-0.995504;0.000000;0.000000;0.000000;-0.050593;0.055698;0.070783;0.096715;-0.548859;-0.468884;-0.021374;-0.024151;0.130009;0.108570;0.032422;0.018904;-0.170365;-0.109143;-1.177808;0.157139;-0.426494;-1.219639;0.977604;0.131732;-0.283154;-0.978388;0.272252;-0.001347"
42,1776796836.531962872,rl_flat,7,7,-1.170175552,-1.170175552,0.500000000,-0.585087776,0.000000000,-0.585087776,0.859335005,-2.182851553,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-4.982228184,20.000000000,-4.982228184,-4.982228184,"-1.136281;0.213319;-0.434998;-1.455259;0.919905;0.172344;-0.286371;-1.170176","-1.136281;0.213319;-0.434998;-1.455259;0.919905;0.172344;-0.286371;-1.170176","0.452058;-1.393691;-0.075048","-0.089710;0.030390;-0.995504","0.000000;0.000000;0.000000","0.136126;-0.000673;0.131205","0.113014;-0.348423;-0.018762;-0.089710;0.030390;-0.995504;0.000000;0.000000;0.000000;-0.050593;0.055698;0.070783;0.096715;-0.548859;-0.468884;-0.021374;-0.024151;0.130009;0.108570;0.032422;0.018904;-0.170365;-0.109143;-1.177808;0.157139;-0.426494;-1.219639;0.977604;0.131732;-0.283154;-0.978388;0.272252;-0.001347"
43,1776796836.551968813,rl_flat,3,3,-1.630441308,-1.630441308,0.500000000,-0.815220654,0.000000000,-0.815220654,0.871256411,-5.059524536,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-5.327417892,20.000000000,-5.327417892,-5.327417892,"-1.100106;0.273500;-0.421839;-1.630441;0.870222;0.224634;-0.292094;-1.309908","-1.100106;0.273500;-0.421839;-1.630441;0.870222;0.224634;-0.292094;-1.309908","0.499882;-1.142590;-0.072206","-0.102033;0.025498;-0.994454","0.000000;0.000000;0.000000","0.115388;0.006811;0.122094","0.124970;-0.285648;-0.018051;-0.102033;0.025498;-0.994454;0.000000;0.000000;0.000000;-0.055297;0.050478;0.098328;0.119247;-0.543221;-0.465816;-0.024788;-0.027221;0.142681;0.115171;0.025258;0.012962;-0.252976;-0.174463;-1.136281;0.213319;-0.434998;-1.455259;0.919905;0.172344;-0.286371;-1.170176;0.230776;0.013621"
43,1776796836.551968813,rl_flat,7,7,-1.309907556,-1.309907556,0.500000000,-0.654953778,0.000000000,-0.654953778,0.829642534,-3.489252806,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-4.740566200,20.000000000,-4.740566200,-4.740566200,"-1.100106;0.273500;-0.421839;-1.630441;0.870222;0.224634;-0.292094;-1.309908","-1.100106;0.273500;-0.421839;-1.630441;0.870222;0.224634;-0.292094;-1.309908","0.499882;-1.142590;-0.072206","-0.102033;0.025498;-0.994454","0.000000;0.000000;0.000000","0.115388;0.006811;0.122094","0.124970;-0.285648;-0.018051;-0.102033;0.025498;-0.994454;0.000000;0.000000;0.000000;-0.055297;0.050478;0.098328;0.119247;-0.543221;-0.465816;-0.024788;-0.027221;0.142681;0.115171;0.025258;0.012962;-0.252976;-0.174463;-1.136281;0.213319;-0.434998;-1.455259;0.919905;0.172344;-0.286371;-1.170176;0.230776;0.013621"
44,1776796836.571988821,rl_flat,3,3,-1.706468463,-1.706468463,0.500000000,-0.853234231,0.000000000,-0.853234231,0.797405422,-6.847949028,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-4.333834440,20.000000000,-4.333834440,-4.333834440,"-1.067724;0.345681;-0.401825;-1.706468;0.836745;0.291888;-0.283930;-1.366110","-1.067724;0.345681;-0.401825;-1.706468;0.836745;0.291888;-0.283930;-1.366110","0.537185;-0.827688;-0.067909","-0.113430;0.019148;-0.993362","0.000000;0.000000;0.000000","0.097716;0.012292;0.114659","0.134296;-0.206922;-0.016977;-0.113430;0.019148;-0.993362;0.000000;0.000000;0.000000;-0.061667;0.043562;0.134175;0.147704;-0.537997;-0.463538;-0.027608;-0.029762;0.152140;0.119452;0.019525;0.007421;-0.342397;-0.246488;-1.100106;0.273500;-0.421839;-1.630441;0.870222;0.224634;-0.292094;-1.309908;0.195432;0.024584"
44,1776796836.571988821,rl_flat,7,7,-1.366110086,-1.366110086,0.500000000,-0.683055043,0.000000000,-0.683055043,0.777254581,-4.929762363,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-3.911323106,20.000000000,-3.911323106,-3.911323106,"-1.067724;0.345681;-0.401825;-1.706468;0.836745;0.291888;-0.283930;-1.366110","-1.067724;0.345681;-0.401825;-1.706468;0.836745;0.291888;-0.283930;-1.366110","0.537185;-0.827688;-0.067909","-0.113430;0.019148;-0.993362","0.000000;0.000000;0.000000","0.097716;0.012292;0.114659","0.134296;-0.206922;-0.016977;-0.113430;0.019148;-0.993362;0.000000;0.000000;0.000000;-0.061667;0.043562;0.134175;0.147704;-0.537997;-0.463538;-0.027608;-0.029762;0.152140;0.119452;0.019525;0.007421;-0.342397;-0.246488;-1.100106;0.273500;-0.421839;-1.630441;0.870222;0.224634;-0.292094;-1.309908;0.195432;0.024584"
45,1776796836.592041969,rl_flat,3,3,-1.747759461,-1.747759461,0.500000000,-0.873879731,0.000000000,-0.873879731,0.737816572,-7.814540863,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-3.797984213,20.000000000,-3.797984213,-3.797984213,"-1.047033;0.403846;-0.402880;-1.747759;0.812808;0.356878;-0.284430;-1.409281","-1.047033;0.403846;-0.402880;-1.747759;0.812808;0.356878;-0.284430;-1.409281","0.546930;-0.619726;-0.063928","-0.118890;0.014760;-0.992798","0.000000;0.000000;0.000000","0.077861;0.016119;0.108345","0.136732;-0.154931;-0.015982;-0.118890;0.014760;-0.992798;0.000000;0.000000;0.000000;-0.066180;0.038716;0.158677;0.166778;-0.535073;-0.462579;-0.028482;-0.030519;0.154183;0.119540;0.017541;0.005146;-0.390727;-0.286266;-1.067724;0.345681;-0.401825;-1.706468;0.836745;0.291888;-0.283930;-1.366110;0.155721;0.032238"
45,1776796836.592041969,rl_flat,7,7,-1.409280777,-1.409280777,0.500000000,-0.704640388,0.000000000,-0.704640388,0.733873248,-5.725318909,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-3.523109341,20.000000000,-3.523109341,-3.523109341,"-1.047033;0.403846;-0.402880;-1.747759;0.812808;0.356878;-0.284430;-1.409281","-1.047033;0.403846;-0.402880;-1.747759;0.812808;0.356878;-0.284430;-1.409281","0.546930;-0.619726;-0.063928","-0.118890;0.014760;-0.992798","0.000000;0.000000;0.000000","0.077861;0.016119;0.108345","0.136732;-0.154931;-0.015982;-0.118890;0.014760;-0.992798;0.000000;0.000000;0.000000;-0.066180;0.038716;0.158677;0.166778;-0.535073;-0.462579;-0.028482;-0.030519;0.154183;0.119540;0.017541;0.005146;-0.390727;-0.286266;-1.067724;0.345681;-0.401825;-1.706468;0.836745;0.291888;-0.283930;-1.366110;0.155721;0.032238"
46,1776796836.612087965,rl_flat,3,3,-1.693965793,-1.693965793,0.500000000,-0.846982896,0.000000000,-0.846982896,0.635579765,-8.944963455,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.584332544,20.000000000,-2.584332544,-2.584332544,"-1.042004;0.468625;-0.396557;-1.693966;0.797278;0.426742;-0.273895;-1.358023","-1.042004;0.468625;-0.396557;-1.693966;0.797278;0.426742;-0.273895;-1.358023","0.536175;-0.340922;-0.053127","-0.124276;0.008208;-0.992214","0.000000;0.000000;0.000000","0.057153;0.018861;0.098693","0.134044;-0.085231;-0.013282;-0.124276;0.008208;-0.992214;0.000000;0.000000;0.000000;-0.073032;0.031403;0.195794;0.195521;-0.531242;-0.461728;-0.028335;-0.030196;0.153199;0.118613;0.015387;0.002863;-0.447248;-0.337990;-1.047033;0.403846;-0.402880;-1.747759;0.812808;0.356878;-0.284430;-1.409281;0.114306;0.037723"
46,1776796836.612087965,rl_flat,7,7,-1.358023286,-1.358023286,0.500000000,-0.679011643,0.000000000,-0.679011643,0.657517076,-6.759806156,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.400788969,20.000000000,-2.400788969,-2.400788969,"-1.042004;0.468625;-0.396557;-1.693966;0.797278;0.426742;-0.273895;-1.358023","-1.042004;0.468625;-0.396557;-1.693966;0.797278;0.426742;-0.273895;-1.358023","0.536175;-0.340922;-0.053127","-0.124276;0.008208;-0.992214","0.000000;0.000000;0.000000","0.057153;0.018861;0.098693","0.134044;-0.085231;-0.013282;-0.124276;0.008208;-0.992214;0.000000;0.000000;0.000000;-0.073032;0.031403;0.195794;0.195521;-0.531242;-0.461728;-0.028335;-0.030196;0.153199;0.118613;0.015387;0.002863;-0.447248;-0.337990;-1.047033;0.403846;-0.402880;-1.747759;0.812808;0.356878;-0.284430;-1.409281;0.114306;0.037723"
47,1776796836.632194996,rl_flat,3,3,-1.553135395,-1.553135395,0.500000000,-0.776567698,0.000000000,-0.776567698,0.524047375,-9.485720634,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.341952014,20.000000000,-1.341952014,-1.341952014,"-1.047067;0.530565;-0.379134;-1.553135;0.789419;0.489065;-0.260669;-1.234221","-1.047067;0.530565;-0.379134;-1.553135;0.789419;0.489065;-0.260669;-1.234221","0.500155;-0.072483;-0.037988","-0.126367;0.001996;-0.991982","0.000000;0.000000;0.000000","0.038779;0.020005;0.089496","0.125039;-0.018121;-0.009497;-0.126367;0.001996;-0.991982;0.000000;0.000000;0.000000;-0.079630;0.024382;0.231244;0.222977;-0.527655;-0.461165;-0.026674;-0.028393;0.142647;0.110464;0.015112;0.002369;-0.474286;-0.365224;-1.042004;0.468625;-0.396557;-1.693966;0.797278;0.426742;-0.273895;-1.358023;0.077557;0.040011"
47,1776796836.632194996,rl_flat,7,7,-1.234220862,-1.234220862,0.500000000,-0.617110431,0.000000000,-0.617110431,0.572220564,-7.304489613,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.253178269,20.000000000,-1.253178269,-1.253178269,"-1.047067;0.530565;-0.379134;-1.553135;0.789419;0.489065;-0.260669;-1.234221","-1.047067;0.530565;-0.379134;-1.553135;0.789419;0.489065;-0.260669;-1.234221","0.500155;-0.072483;-0.037988","-0.126367;0.001996;-0.991982","0.000000;0.000000;0.000000","0.038779;0.020005;0.089496","0.125039;-0.018121;-0.009497;-0.126367;0.001996;-0.991982;0.000000;0.000000;0.000000;-0.079630;0.024382;0.231244;0.222977;-0.527655;-0.461165;-0.026674;-0.028393;0.142647;0.110464;0.015112;0.002369;-0.474286;-0.365224;-1.042004;0.468625;-0.396557;-1.693966;0.797278;0.426742;-0.273895;-1.358023;0.077557;0.040011"
