policy_step,time_sec,state,joint_idx,raw_idx,raw_action,mapped_action,action_scale,scaled,default_q,command,q,dq,control_type,policy_kp,policy_kd,low_qd,low_qd_dot,low_kp,low_kd,low_tau_pre_clamp,torque_limit,fsm_final_tau,bridge_tau_pvt_false,raw_actions,mapped_actions,obs_ang_vel,obs_gravity,obs_commands,obs_lin_vel,obs_vec
114,1776796837.976040840,rl_flat,3,3,-0.394037575,-0.394037575,0.500000000,-0.197018787,0.000000000,-0.197018787,0.231763840,-3.300250292,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.374484180,20.000000000,0.374484180,0.374484180,"-1.070100;0.692628;-0.298696;-0.394038;0.901152;0.631099;-0.249377;-0.358359","-1.070100;0.692628;-0.298696;-0.394038;0.901152;0.631099;-0.249377;-0.358359","0.119907;0.154033;0.000263","-0.039349;-0.003921;-0.999218","0.000000;0.000000;0.000000","-0.022184;0.002261;-0.011147","0.029977;0.038508;0.000066;-0.039349;-0.003921;-0.999218;0.000000;0.000000;0.000000;-0.075463;0.026333;0.319488;0.291166;-0.605519;-0.563727;-0.006185;-0.006226;0.039402;0.036176;0.001058;-0.005220;-0.165013;-0.143534;-1.061511;0.673448;-0.307903;-0.472717;0.903089;0.609525;-0.261320;-0.427142;-0.044367;0.004522"
114,1776796837.976040840,rl_flat,7,7,-0.358359277,-0.358359277,0.500000000,-0.179179639,0.000000000,-0.179179639,0.429433942,-2.870687008,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.235983762,20.000000000,0.235983762,0.235983762,"-1.070100;0.692628;-0.298696;-0.394038;0.901152;0.631099;-0.249377;-0.358359","-1.070100;0.692628;-0.298696;-0.394038;0.901152;0.631099;-0.249377;-0.358359","0.119907;0.154033;0.000263","-0.039349;-0.003921;-0.999218","0.000000;0.000000;0.000000","-0.022184;0.002261;-0.011147","0.029977;0.038508;0.000066;-0.039349;-0.003921;-0.999218;0.000000;0.000000;0.000000;-0.075463;0.026333;0.319488;0.291166;-0.605519;-0.563727;-0.006185;-0.006226;0.039402;0.036176;0.001058;-0.005220;-0.165013;-0.143534;-1.061511;0.673448;-0.307903;-0.472717;0.903089;0.609525;-0.261320;-0.427142;-0.044367;0.004522"
115,1776796837.996090889,rl_flat,3,3,-0.296693385,-0.296693385,0.500000000,-0.148346692,0.000000000,-0.148346692,0.141913578,-2.846516132,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.571225944,20.000000000,0.571225944,0.571225944,"-1.083212;0.711511;-0.282247;-0.296693;0.901555;0.650862;-0.235217;-0.271041","-1.083212;0.711511;-0.282247;-0.296693;0.901555;0.650862;-0.235217;-0.271041","0.074026;0.304777;0.003492","-0.032323;-0.006789;-0.999454","0.000000;0.000000;0.000000","-0.029876;0.000324;-0.009792","0.018506;0.076194;0.000873;-0.032323;-0.006789;-0.999454;0.000000;0.000000;0.000000;-0.078388;0.023373;0.337386;0.307645;-0.604922;-0.566308;-0.003569;-0.003665;0.022835;0.020782;0.001304;-0.003171;-0.142326;-0.125620;-1.070100;0.692628;-0.298696;-0.394038;0.901152;0.631099;-0.249377;-0.358359;-0.059752;0.000648"
115,1776796837.996090889,rl_flat,7,7,-0.271040678,-0.271040678,0.500000000,-0.135520339,0.000000000,-0.135520339,0.350533813,-2.512409687,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.451443851,20.000000000,0.451443851,0.451443851,"-1.083212;0.711511;-0.282247;-0.296693;0.901555;0.650862;-0.235217;-0.271041","-1.083212;0.711511;-0.282247;-0.296693;0.901555;0.650862;-0.235217;-0.271041","0.074026;0.304777;0.003492","-0.032323;-0.006789;-0.999454","0.000000;0.000000;0.000000","-0.029876;0.000324;-0.009792","0.018506;0.076194;0.000873;-0.032323;-0.006789;-0.999454;0.000000;0.000000;0.000000;-0.078388;0.023373;0.337386;0.307645;-0.604922;-0.566308;-0.003569;-0.003665;0.022835;0.020782;0.001304;-0.003171;-0.142326;-0.125620;-1.070100;0.692628;-0.298696;-0.394038;0.901152;0.631099;-0.249377;-0.358359;-0.059752;0.000648"
116,1776796838.016218901,rl_flat,3,3,-0.173654705,-0.173654705,0.500000000,-0.086827353,0.000000000,-0.086827353,0.050926901,-2.410640478,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.929997827,20.000000000,0.929997827,0.929997827,"-1.096562;0.727719;-0.264753;-0.173655;0.903823;0.666260;-0.220411;-0.161040","-1.096562;0.727719;-0.264753;-0.173655;0.903823;0.666260;-0.220411;-0.161040","0.030267;0.440391;0.006089","-0.018582;-0.008565;-0.999791","0.000000;0.000000;0.000000","-0.028894;-0.000973;-0.006832","0.007567;0.110098;0.001522;-0.018582;-0.008565;-0.999791;0.000000;0.000000;0.000000;-0.080025;0.021644;0.347297;0.316459;-0.603919;-0.567783;-0.001113;-0.001278;0.008453;0.007013;0.001840;-0.000801;-0.120532;-0.107445;-1.083212;0.711511;-0.282247;-0.296693;0.901555;0.650862;-0.235217;-0.271041;-0.057789;-0.001945"
116,1776796838.016218901,rl_flat,7,7,-0.161039934,-0.161039934,0.500000000,-0.080519967,0.000000000,-0.080519967,0.269736052,-2.148900270,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.793140598,20.000000000,0.793140598,0.793140598,"-1.096562;0.727719;-0.264753;-0.173655;0.903823;0.666260;-0.220411;-0.161040","-1.096562;0.727719;-0.264753;-0.173655;0.903823;0.666260;-0.220411;-0.161040","0.030267;0.440391;0.006089","-0.018582;-0.008565;-0.999791","0.000000;0.000000;0.000000","-0.028894;-0.000973;-0.006832","0.007567;0.110098;0.001522;-0.018582;-0.008565;-0.999791;0.000000;0.000000;0.000000;-0.080025;0.021644;0.347297;0.316459;-0.603919;-0.567783;-0.001113;-0.001278;0.008453;0.007013;0.001840;-0.000801;-0.120532;-0.107445;-1.083212;0.711511;-0.282247;-0.296693;0.901555;0.650862;-0.235217;-0.271041;-0.057789;-0.001945"
117,1776796838.036226034,rl_flat,3,3,-0.045885574,-0.045885574,0.500000000,-0.022942787,0.000000000,-0.022942787,-0.003010072,-1.902057886,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,1.257804258,20.000000000,1.257804258,1.257804258,"-1.103257;0.734130;-0.254748;-0.045886;0.908558;0.674090;-0.212594;-0.046902","-1.103257;0.734130;-0.254748;-0.045886;0.908558;0.674090;-0.212594;-0.046902","0.013882;0.474373;0.006674","-0.006469;-0.009083;-0.999938","0.000000;0.000000;0.000000","-0.024900;-0.001273;-0.005808","0.003470;0.118593;0.001668;-0.006469;-0.009083;-0.999938;0.000000;0.000000;0.000000;-0.080357;0.021225;0.348659;0.317326;-0.603098;-0.568047;-0.000280;-0.000459;-0.000167;-0.000854;0.001785;-0.000066;-0.095103;-0.085286;-1.096562;0.727719;-0.264753;-0.173655;0.903823;0.666260;-0.220411;-0.161040;-0.049800;-0.002547"
117,1776796838.036226034,rl_flat,7,7,-0.046901710,-0.046901710,0.500000000,-0.023450855,0.000000000,-0.023450855,0.221465260,-1.705715179,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,1.094887309,20.000000000,1.094887309,1.094887309,"-1.103257;0.734130;-0.254748;-0.045886;0.908558;0.674090;-0.212594;-0.046902","-1.103257;0.734130;-0.254748;-0.045886;0.908558;0.674090;-0.212594;-0.046902","0.013882;0.474373;0.006674","-0.006469;-0.009083;-0.999938","0.000000;0.000000;0.000000","-0.024900;-0.001273;-0.005808","0.003470;0.118593;0.001668;-0.006469;-0.009083;-0.999938;0.000000;0.000000;0.000000;-0.080357;0.021225;0.348659;0.317326;-0.603098;-0.568047;-0.000280;-0.000459;-0.000167;-0.000854;0.001785;-0.000066;-0.095103;-0.085286;-1.096562;0.727719;-0.264753;-0.173655;0.903823;0.666260;-0.220411;-0.161040;-0.049800;-0.002547"
118,1776796838.056222916,rl_flat,3,3,0.087080121,0.087080121,0.500000000,0.043540061,0.000000000,0.043540061,-0.030985050,-1.332024932,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,1.566330642,20.000000000,1.566330642,1.566330642,"-1.109562;0.734663;-0.246435;0.087080;0.917860;0.676161;-0.205451;0.071216","-1.109562;0.734663;-0.246435;0.087080;0.917860;0.676161;-0.205451;0.071216","0.007198;0.457661;0.006736","0.001966;-0.009256;-0.999955","0.000000;0.000000;0.000000","-0.017278;-0.001447;-0.005757","0.001800;0.114415;0.001684;0.001966;-0.009256;-0.999955;0.000000;0.000000;0.000000;-0.080396;0.021133;0.347146;0.315761;-0.602740;-0.568199;0.000029;-0.000119;-0.006456;-0.006197;0.000851;-0.000477;-0.066601;-0.060591;-1.103257;0.734130;-0.254748;-0.045886;0.908558;0.674090;-0.212594;-0.046902;-0.034556;-0.002895"
118,1776796838.056222916,rl_flat,7,7,0.071215920,0.071215920,0.500000000,0.035607960,0.000000000,0.035607960,0.196155682,-1.211818576,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,1.378946402,20.000000000,1.378946402,1.378946402,"-1.109562;0.734663;-0.246435;0.087080;0.917860;0.676161;-0.205451;0.071216","-1.109562;0.734663;-0.246435;0.087080;0.917860;0.676161;-0.205451;0.071216","0.007198;0.457661;0.006736","0.001966;-0.009256;-0.999955","0.000000;0.000000;0.000000","-0.017278;-0.001447;-0.005757","0.001800;0.114415;0.001684;0.001966;-0.009256;-0.999955;0.000000;0.000000;0.000000;-0.080396;0.021133;0.347146;0.315761;-0.602740;-0.568199;0.000029;-0.000119;-0.006456;-0.006197;0.000851;-0.000477;-0.066601;-0.060591;-1.103257;0.734130;-0.254748;-0.045886;0.908558;0.674090;-0.212594;-0.046902;-0.034556;-0.002895"
119,1776796838.076349974,rl_flat,3,3,0.216006204,0.216006204,0.500000000,0.108003102,0.000000000,0.108003102,-0.044336136,-0.694691181,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,1.797788621,20.000000000,1.797788621,1.797788621,"-1.118916;0.729070;-0.239832;0.216006;0.932951;0.672517;-0.197649;0.184066","-1.118916;0.729070;-0.239832;0.216006;0.932951;0.672517;-0.197649;0.184066","0.001488;0.420316;0.006386","0.008094;-0.009310;-0.999924","0.000000;0.000000;0.000000","-0.011265;-0.001581;-0.006580","0.000372;0.105079;0.001596;0.008094;-0.009310;-0.999924;0.000000;0.000000;0.000000;-0.080348;0.021150;0.344305;0.313150;-0.602785;-0.568504;0.000298;0.000195;-0.012510;-0.011263;-0.000556;-0.001347;-0.034735;-0.032921;-1.109562;0.734663;-0.246435;0.087080;0.917860;0.676161;-0.205451;0.071216;-0.022530;-0.003163"
119,1776796838.076349974,rl_flat,7,7,0.184066474,0.184066474,0.500000000,0.092033237,0.000000000,0.092033237,0.183768094,-0.658426285,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,1.585123256,20.000000000,1.585123256,1.585123256,"-1.118916;0.729070;-0.239832;0.216006;0.932951;0.672517;-0.197649;0.184066","-1.118916;0.729070;-0.239832;0.216006;0.932951;0.672517;-0.197649;0.184066","0.001488;0.420316;0.006386","0.008094;-0.009310;-0.999924","0.000000;0.000000;0.000000","-0.011265;-0.001581;-0.006580","0.000372;0.105079;0.001596;0.008094;-0.009310;-0.999924;0.000000;0.000000;0.000000;-0.080348;0.021150;0.344305;0.313150;-0.602785;-0.568504;0.000298;0.000195;-0.012510;-0.011263;-0.000556;-0.001347;-0.034735;-0.032921;-1.109562;0.734663;-0.246435;0.087080;0.917860;0.676161;-0.205451;0.071216;-0.022530;-0.003163"
120,1776796838.096308947,rl_flat,3,3,0.323350817,0.323350817,0.500000000,0.161675408,0.000000000,0.161675408,-0.047782779,-0.007628582,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,1.865370063,20.000000000,1.865370063,1.865370063,"-1.129032;0.716455;-0.237152;0.323351;0.949755;0.663191;-0.193337;0.281310","-1.129032;0.716455;-0.237152;0.323351;0.949755;0.663191;-0.193337;0.281310","-0.006337;0.374013;0.005872","0.012815;-0.009273;-0.999875","0.000000;0.000000;0.000000","-0.006533;-0.001725;-0.007327","-0.001584;0.093503;0.001468;0.012815;-0.009273;-0.999875;0.000000;0.000000;0.000000;-0.080226;0.021255;0.340387;0.309679;-0.603171;-0.568976;0.000684;0.000625;-0.018873;-0.016562;-0.002116;-0.002261;-0.000381;-0.003316;-1.118916;0.729070;-0.239832;0.216006;0.932951;0.672517;-0.197649;0.184066;-0.013066;-0.003449"
120,1776796838.096308947,rl_flat,7,7,0.281309724,0.281309724,0.500000000,0.140654862,0.000000000,0.140654862,0.180069700,-0.066327304,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,1.670592755,20.000000000,1.670592755,1.670592755,"-1.129032;0.716455;-0.237152;0.323351;0.949755;0.663191;-0.193337;0.281310","-1.129032;0.716455;-0.237152;0.323351;0.949755;0.663191;-0.193337;0.281310","-0.006337;0.374013;0.005872","0.012815;-0.009273;-0.999875","0.000000;0.000000;0.000000","-0.006533;-0.001725;-0.007327","-0.001584;0.093503;0.001468;0.012815;-0.009273;-0.999875;0.000000;0.000000;0.000000;-0.080226;0.021255;0.340387;0.309679;-0.603171;-0.568976;0.000684;0.000625;-0.018873;-0.016562;-0.002116;-0.002261;-0.000381;-0.003316;-1.118916;0.729070;-0.239832;0.216006;0.932951;0.672517;-0.197649;0.184066;-0.013066;-0.003449"
121,1776796838.116349936,rl_flat,3,3,0.412473202,0.412473202,0.500000000,0.206236601,0.000000000,0.206236601,-0.044061434,0.628224730,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,1.869141126,20.000000000,1.869141126,1.869141126,"-1.137859;0.701072;-0.235034;0.412473;0.966341;0.649833;-0.190412;0.364401","-1.137859;0.701072;-0.235034;0.412473;0.966341;0.649833;-0.190412;0.364401","-0.015134;0.330240;0.005394","0.016281;-0.009157;-0.999826","0.000000;0.000000;0.000000","0.000306;-0.002022;-0.008170","-0.003783;0.082560;0.001349;0.016281;-0.009157;-0.999826;0.000000;0.000000;0.000000;-0.080038;0.021437;0.335905;0.305764;-0.603776;-0.569534;0.001131;0.001109;-0.024858;-0.021668;-0.003515;-0.003056;0.031411;0.024430;-1.129032;0.716455;-0.237152;0.323351;0.949755;0.663191;-0.193337;0.281310;0.000613;-0.004045"
121,1776796838.116349936,rl_flat,7,7,0.364401132,0.364401132,0.500000000,0.182200566,0.000000000,0.182200566,0.182713330,0.488607258,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,1.704420702,20.000000000,1.704420702,1.704420702,"-1.137859;0.701072;-0.235034;0.412473;0.966341;0.649833;-0.190412;0.364401","-1.137859;0.701072;-0.235034;0.412473;0.966341;0.649833;-0.190412;0.364401","-0.015134;0.330240;0.005394","0.016281;-0.009157;-0.999826","0.000000;0.000000;0.000000","0.000306;-0.002022;-0.008170","-0.003783;0.082560;0.001349;0.016281;-0.009157;-0.999826;0.000000;0.000000;0.000000;-0.080038;0.021437;0.335905;0.305764;-0.603776;-0.569534;0.001131;0.001109;-0.024858;-0.021668;-0.003515;-0.003056;0.031411;0.024430;-1.129032;0.716455;-0.237152;0.323351;0.949755;0.663191;-0.193337;0.281310;0.000613;-0.004045"
122,1776796838.136421919,rl_flat,3,3,0.481402427,0.481402427,0.500000000,0.240701213,0.000000000,0.240701213,-0.031119769,1.364990473,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,1.676071577,20.000000000,1.676071577,1.676071577,"-1.142584;0.679868;-0.236702;0.481402;0.980237;0.631467;-0.189018;0.427333","-1.142584;0.679868;-0.236702;0.481402;0.980237;0.631467;-0.189018;0.427333","-0.027991;0.274040;0.004535","0.019846;-0.008883;-0.999764","0.000000;0.000000;0.000000","0.007307;-0.002487;-0.008417","-0.006998;0.068510;0.001134;0.019846;-0.008883;-0.999764;0.000000;0.000000;0.000000;-0.079672;0.021803;0.328907;0.299644;-0.604827;-0.570378;0.001818;0.001825;-0.031656;-0.027736;-0.004813;-0.003712;0.068250;0.057524;-1.137859;0.701072;-0.235034;0.412473;0.966341;0.649833;-0.190412;0.364401;0.014614;-0.004975"
122,1776796838.136421919,rl_flat,7,7,0.427332997,0.427332997,0.500000000,0.213666499,0.000000000,0.213666499,0.193413064,1.150475740,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,1.536784142,20.000000000,1.536784142,1.536784142,"-1.142584;0.679868;-0.236702;0.481402;0.980237;0.631467;-0.189018;0.427333","-1.142584;0.679868;-0.236702;0.481402;0.980237;0.631467;-0.189018;0.427333","-0.027991;0.274040;0.004535","0.019846;-0.008883;-0.999764","0.000000;0.000000;0.000000","0.007307;-0.002487;-0.008417","-0.006998;0.068510;0.001134;0.019846;-0.008883;-0.999764;0.000000;0.000000;0.000000;-0.079672;0.021803;0.328907;0.299644;-0.604827;-0.570378;0.001818;0.001825;-0.031656;-0.027736;-0.004813;-0.003712;0.068250;0.057524;-1.137859;0.701072;-0.235034;0.412473;0.966341;0.649833;-0.190412;0.364401;0.014614;-0.004975"
123,1776796838.156450033,rl_flat,3,3,0.531450927,0.531450927,0.500000000,0.265725464,0.000000000,0.265725464,-0.017953733,1.827661395,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,1.593713716,20.000000000,1.593713716,1.593713716,"-1.144799;0.659685;-0.236757;0.531451;0.992517;0.612556;-0.185224;0.471930","-1.144799;0.659685;-0.236757;0.531451;0.992517;0.612556;-0.185224;0.471930","-0.038563;0.237294;0.004074","0.021835;-0.008606;-0.999725","0.000000;0.000000;0.000000","0.007324;-0.002485;-0.008403","-0.009641;0.059324;0.001018;0.021835;-0.008606;-0.999725;0.000000;0.000000;0.000000;-0.079328;0.022150;0.323453;0.294851;-0.605682;-0.570999;0.002376;0.002402;-0.035881;-0.031596;-0.005644;-0.003948;0.091383;0.078225;-1.142584;0.679868;-0.236702;0.481402;0.980237;0.631467;-0.189018;0.427333;0.014647;-0.004971"
123,1776796838.156450033,rl_flat,7,7,0.471930265,0.471930265,0.500000000,0.235965133,0.000000000,0.235965133,0.204627961,1.564505219,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,1.461994851,20.000000000,1.461994851,1.461994851,"-1.144799;0.659685;-0.236757;0.531451;0.992517;0.612556;-0.185224;0.471930","-1.144799;0.659685;-0.236757;0.531451;0.992517;0.612556;-0.185224;0.471930","-0.038563;0.237294;0.004074","0.021835;-0.008606;-0.999725","0.000000;0.000000;0.000000","0.007324;-0.002485;-0.008403","-0.009641;0.059324;0.001018;0.021835;-0.008606;-0.999725;0.000000;0.000000;0.000000;-0.079328;0.022150;0.323453;0.294851;-0.605682;-0.570999;0.002376;0.002402;-0.035881;-0.031596;-0.005644;-0.003948;0.091383;0.078225;-1.142584;0.679868;-0.236702;0.481402;0.980237;0.631467;-0.189018;0.427333;0.014647;-0.004971"
124,1776796838.176486969,rl_flat,3,3,0.564121544,0.564121544,0.500000000,0.282060772,0.000000000,0.282060772,-0.001063694,2.283526421,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,1.416877744,20.000000000,1.416877744,1.416877744,"-1.144604;0.637752;-0.239072;0.564122;1.002073;0.590933;-0.184522;0.501242","-1.144604;0.637752;-0.239072;0.564122;1.002073;0.590933;-0.184522;0.501242","-0.051930;0.207189;0.003605","0.023568;-0.008231;-0.999688","0.000000;0.000000;0.000000","0.012850;-0.002991;-0.007710","-0.012983;0.051797;0.000901;0.023568;-0.008231;-0.999688;0.000000;0.000000;0.000000;-0.078878;0.022605;0.317246;0.289364;-0.606635;-0.571617;0.003101;0.003128;-0.040672;-0.036044;-0.006114;-0.003771;0.114176;0.098618;-1.144799;0.659685;-0.236757;0.531451;0.992517;0.612556;-0.185224;0.471930;0.025700;-0.005981"
124,1776796838.176486969,rl_flat,7,7,0.501241863,0.501241863,0.500000000,0.250620931,0.000000000,0.250620931,0.219173342,1.972356439,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,1.304255560,20.000000000,1.304255560,1.304255560,"-1.144604;0.637752;-0.239072;0.564122;1.002073;0.590933;-0.184522;0.501242","-1.144604;0.637752;-0.239072;0.564122;1.002073;0.590933;-0.184522;0.501242","-0.051930;0.207189;0.003605","0.023568;-0.008231;-0.999688","0.000000;0.000000;0.000000","0.012850;-0.002991;-0.007710","-0.012983;0.051797;0.000901;0.023568;-0.008231;-0.999688;0.000000;0.000000;0.000000;-0.078878;0.022605;0.317246;0.289364;-0.606635;-0.571617;0.003101;0.003128;-0.040672;-0.036044;-0.006114;-0.003771;0.114176;0.098618;-1.144799;0.659685;-0.236757;0.531451;0.992517;0.612556;-0.185224;0.471930;0.025700;-0.005981"
125,1776796838.196612835,rl_flat,3,3,0.568105876,0.568105876,0.500000000,0.284052938,0.000000000,0.284052938,0.030396305,2.821962118,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,1.009039095,20.000000000,1.009039095,1.009039095,"-1.143839;0.612002;-0.245154;0.568106;1.006087;0.566813;-0.185758;0.502494","-1.143839;0.612002;-0.245154;0.568106;1.006087;0.566813;-0.185758;0.502494","-0.074546;0.166689;0.002792","0.025770;-0.007443;-0.999640","0.000000;0.000000;0.000000","0.017504;-0.003562;-0.005574","-0.018636;0.041672;0.000698;0.025770;-0.007443;-0.999640;0.000000;0.000000;0.000000;-0.077959;0.023528;0.306613;0.279875;-0.608139;-0.572419;0.004333;0.004351;-0.046154;-0.041365;-0.006303;-0.002989;0.141098;0.122987;-1.144604;0.637752;-0.239072;0.564122;1.002073;0.590933;-0.184522;0.501242;0.035008;-0.007124"
125,1776796838.196612835,rl_flat,7,7,0.502493680,0.502493680,0.500000000,0.251246840,0.000000000,0.251246840,0.246507511,2.459742785,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.921544430,20.000000000,0.921544430,0.921544430,"-1.143839;0.612002;-0.245154;0.568106;1.006087;0.566813;-0.185758;0.502494","-1.143839;0.612002;-0.245154;0.568106;1.006087;0.566813;-0.185758;0.502494","-0.074546;0.166689;0.002792","0.025770;-0.007443;-0.999640","0.000000;0.000000;0.000000","0.017504;-0.003562;-0.005574","-0.018636;0.041672;0.000698;0.025770;-0.007443;-0.999640;0.000000;0.000000;0.000000;-0.077959;0.023528;0.306613;0.279875;-0.608139;-0.572419;0.004333;0.004351;-0.046154;-0.041365;-0.006303;-0.002989;0.141098;0.122987;-1.144604;0.637752;-0.239072;0.564122;1.002073;0.590933;-0.184522;0.501242;0.035008;-0.007124"
126,1776796838.216638803,rl_flat,3,3,0.558412969,0.558412969,0.500000000,0.279206485,0.000000000,0.279206485,0.060352493,3.097539663,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.732842842,20.000000000,0.732842842,0.732842842,"-1.141434;0.589180;-0.248598;0.558413;1.009353;0.545006;-0.184760;0.493588","-1.141434;0.589180;-0.248598;0.558413;1.009353;0.545006;-0.184760;0.493588","-0.091814;0.133940;0.002349","0.027223;-0.006587;-0.999608","0.000000;0.000000;0.000000","0.021756;-0.003919;-0.003458","-0.022954;0.033485;0.000587;0.027223;-0.006587;-0.999608;0.000000;0.000000;0.000000;-0.076982;0.024507;0.297097;0.271316;-0.609365;-0.572885;0.005238;0.005237;-0.048381;-0.043593;-0.005995;-0.001896;0.154877;0.135098;-1.143839;0.612002;-0.245154;0.568106;1.006087;0.566813;-0.185758;0.502494;0.043512;-0.007839"
126,1776796838.216638803,rl_flat,7,7,0.493587792,0.493587792,0.500000000,0.246793896,0.000000000,0.246793896,0.272635758,2.701955080,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.676565740,20.000000000,0.676565740,0.676565740,"-1.141434;0.589180;-0.248598;0.558413;1.009353;0.545006;-0.184760;0.493588","-1.141434;0.589180;-0.248598;0.558413;1.009353;0.545006;-0.184760;0.493588","-0.091814;0.133940;0.002349","0.027223;-0.006587;-0.999608","0.000000;0.000000;0.000000","0.021756;-0.003919;-0.003458","-0.022954;0.033485;0.000587;0.027223;-0.006587;-0.999608;0.000000;0.000000;0.000000;-0.076982;0.024507;0.297097;0.271316;-0.609365;-0.572885;0.005238;0.005237;-0.048381;-0.043593;-0.005995;-0.001896;0.154877;0.135098;-1.143839;0.612002;-0.245154;0.568106;1.006087;0.566813;-0.185758;0.502494;0.043512;-0.007839"
127,1776796838.236706972,rl_flat,3,3,0.530767918,0.530767918,0.500000000,0.265383959,0.000000000,0.265383959,0.098887637,3.272619486,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.433819938,20.000000000,0.433819938,0.433819938,"-1.138126;0.566146;-0.254266;0.530768;1.012916;0.522574;-0.187463;0.467299","-1.138126;0.566146;-0.254266;0.530768;1.012916;0.522574;-0.187463;0.467299","-0.109335;0.098530;0.001827","0.028577;-0.005352;-0.999577","0.000000;0.000000;0.000000","0.024957;-0.004068;-0.001444","-0.027334;0.024632;0.000457;0.028577;-0.005352;-0.999577;0.000000;0.000000;0.000000;-0.075591;0.025891;0.285321;0.260662;-0.610678;-0.573102;0.006145;0.006108;-0.049133;-0.044566;-0.005154;-0.000268;0.163631;0.142821;-1.141434;0.589180;-0.248598;0.558413;1.009353;0.545006;-0.184760;0.493588;0.049914;-0.008135"
127,1776796838.236706972,rl_flat,7,7,0.467298687,0.467298687,0.500000000,0.233649343,0.000000000,0.233649343,0.306262016,2.856421471,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.401830271,20.000000000,0.401830271,0.401830271,"-1.138126;0.566146;-0.254266;0.530768;1.012916;0.522574;-0.187463;0.467299","-1.138126;0.566146;-0.254266;0.530768;1.012916;0.522574;-0.187463;0.467299","-0.109335;0.098530;0.001827","0.028577;-0.005352;-0.999577","0.000000;0.000000;0.000000","0.024957;-0.004068;-0.001444","-0.027334;0.024632;0.000457;0.028577;-0.005352;-0.999577;0.000000;0.000000;0.000000;-0.075591;0.025891;0.285321;0.260662;-0.610678;-0.573102;0.006145;0.006108;-0.049133;-0.044566;-0.005154;-0.000268;0.163631;0.142821;-1.141434;0.589180;-0.248598;0.558413;1.009353;0.545006;-0.184760;0.493588;0.049914;-0.008135"
128,1776796838.256723881,rl_flat,3,3,0.494382709,0.494382709,0.500000000,0.247191355,0.000000000,0.247191355,0.151635185,3.297198534,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.204941751,20.000000000,0.204941751,0.204941751,"-1.132728;0.544288;-0.259261;0.494383;1.014021;0.500329;-0.194127;0.433445","-1.132728;0.544288;-0.259261;0.494383;1.014021;0.500329;-0.194127;0.433445","-0.125105;0.046917;0.001013","0.029708;-0.003437;-0.999553","0.000000;0.000000;0.000000","0.033713;-0.003870;0.005049","-0.031276;0.011729;0.000253;0.029708;-0.003437;-0.999553;0.000000;0.000000;0.000000;-0.073466;0.027993;0.269911;0.246623;-0.612054;-0.572765;0.006915;0.006826;-0.046729;-0.042689;-0.003796;0.001887;0.164860;0.143747;-1.138126;0.566146;-0.254266;0.530768;1.012916;0.522574;-0.187463;0.467299;0.067425;-0.007739"
